method,params,n_queries,recall@k,DAF,success_%,avg_search_ms,avg_post_ms,avg_scanned
l2ivf_cartesian,nlist=0_nprobe=1_over=100,200,0.6469999999999996,1.0315265793384882,100.0,229.21960473060608,26.49288058280945,3417.64
l2ivf_cartesian,nlist=0_nprobe=4_over=100,200,0.8920000000000006,1.0068724704442826,100.0,220.04934430122375,24.077987670898438,5756.38
l2ivf_cartesian,nlist=0_nprobe=8_over=100,200,0.9570000000000004,1.0020135292815135,100.0,220.21451711654663,19.280450344085693,5768.13
