method,params,n_queries,recall@k,DAF,success_%,avg_search_ms,avg_post_ms,avg_scanned
l2ivf_cartesian,nlist=0_nprobe=1_over=100,200,0.6619999999999997,1.0053167430524867,19.0,45.26959182067239,26.033931445581306,683.3575129533679
l2ivf_cartesian,nlist=0_nprobe=4_over=100,200,0.735,1.0004449931753667,19.0,46.673814249779895,22.365415652181202,1146.6839378238342
l2ivf_cartesian,nlist=0_nprobe=8_over=100,200,0.7519999999999999,1.0000000055334504,19.0,47.204923135628974,21.010312391686316,1148.8186528497408
