method,params,n_queries,recall@k,DAF,success_%,avg_search_ms,avg_post_ms,avg_scanned
l2ivf_cartesian,nlist=0_nprobe=1_over=100,200,0.7079999999999999,1.0129948337421497,55.0,76.34599269964757,26.518193269387268,1209.6410256410256
l2ivf_cartesian,nlist=0_nprobe=4_over=100,200,0.815,1.0026789615374565,55.0,79.35374088776418,23.80524537502191,2026.3794871794871
l2ivf_cartesian,nlist=0_nprobe=8_over=100,200,0.835,1.0007328451500395,55.0,79.31281847831531,20.646288456060947,2029.825641025641
