method,params,n_queries,recall@k,DAF,success_%,avg_search_ms,avg_post_ms,avg_scanned
l2ivf_cartesian,nlist=0_nprobe=1_over=100,200,0.6439999999999994,1.091968954164722,100.0,1.8667304515838623,20.990631580352783,449.58
l2ivf_cartesian,nlist=0_nprobe=4_over=100,200,0.902,1.0125894141691028,100.0,2.5569534301757812,20.648025274276733,991.96
l2ivf_cartesian,nlist=0_nprobe=8_over=100,200,0.9720000000000003,1.0034406468551924,100.0,2.6695191860198975,18.265514373779297,993.75
