method,params,n_queries,recall@k,DAF,success_%,avg_search_ms,avg_post_ms,avg_scanned
l2ivf_cartesian,nlist=0_nprobe=1_over=100,200,0.7499999999999999,1.0121599970651656,68.0,46.4006781578064,25.854992866516113,780.93
l2ivf_cartesian,nlist=0_nprobe=4_over=100,200,0.883,1.0051296149650042,68.0,48.73082995414734,25.442367792129517,1338.51
l2ivf_cartesian,nlist=0_nprobe=8_over=100,200,0.9120000000000001,1.00325296337187,68.0,48.818267583847046,24.22238826751709,1341.335
