method,params,n_queries,recall@k,success_%,avg_search_ms,avg_post_ms,avg_scanned
l2lsh_cartesian,c=2.0_r=595.648_w=800.0_ell=256_mu=0_delta=0.1,200,0.2770000000000002,100.0,315.1190483570099,24.703110456466675,67453.955
l2lsh_cartesian,c=2.0_r=595.648_w=800.0_ell=32_mu=0_delta=0.1,200,0.14599999999999977,100.0,35.99421262741089,18.180614709854126,8452.355
l2lsh_cartesian,c=2.0_r=595.648_w=800.0_ell=32_mu=2_delta=0.1,200,0.02700000000000001,100.0,172.45193481445312,19.77029800415039,8452.355
l2lsh_cartesian,c=2.0_r=595.648_w=800.0_ell=64_mu=0_delta=0.1,200,0.15699999999999975,100.0,72.59955048561096,23.98808717727661,16881.155
